,,,,,,,
,,,,,,,
chave_sus_ibge,UF,COD. MUNIC,NOME DO MUNICÍPIO,População Censo 2022,POP_COBERTA_SUS,pop_coberta_DATASUS,taxa de cobertura
RSPIRAPÓ,RS,14555,Pirapó, 2 260,"2,205","2205,00","0,975663716814159"
RSPIRATINI,RS,14605,Piratini, 17 504,"9,200","9200,00","0,525594149908592"
RSPLANALTO,RS,14704,Planalto, 10 406,"8,625","8625,00","0,828848741110898"
RSPOÇODASANTAS,RS,14753,Poço das Antas, 2 171,0,"0,00",0
RSPONTÃO,RS,14779,Pontão, 3 296,"3,898","3898,00",1
RSPONTEPRETA,RS,14787,Ponte Preta, 1 575,"1,501","1501,00","0,953015873015873"
RSPORTÃO,RS,14803,Portão, 34 071,"14,375","14375,00","0,421913063895982"
RSPORTOALEGRE,RS,14902,Porto Alegre,1 332 845,"250,125","250125,00","0,187662481383807"
RSPORTOLUCENA,RS,15008,Porto Lucena, 4 360,"4,514","4514,00",1
RSPORTOMAUÁ,RS,15057,Porto Mauá, 2 142,"2,332","2332,00",1
RSPORTOVERACRUZ,RS,15073,Porto Vera Cruz, 1 560,"1,258","1258,00","0,806410256410256"
RSPORTOXAVIER,RS,15107,Porto Xavier, 9 938,"10,144","10144,00",1
RSPOUSONOVO,RS,15131,Pouso Novo, 1 739,"1,586","1586,00","0,912018401380104"
RSPRESIDENTELUCENA,RS,15149,Presidente Lucena, 3 077,0,"0,00",0
RSPROGRESSO,RS,15156,Progresso, 5 340,"6,235","6235,00",1
RSPROTÁSIOALVES,RS,15172,Protásio Alves, 2 025,"1,929","1929,00","0,952592592592593"
RSPUTINGA,RS,15206,Putinga, 3 747,"3,861","3861,00",1
RSQUARAÍ,RS,15305,Quaraí, 23 500,"12,075","12075,00","0,513829787234043"
RSQUATROIRMÃOS,RS,15313,Quatro Irmãos, 1 552,"1,860","1860,00",1
RSQUEVEDOS,RS,15321,Quevedos, 2 507,"2,793","2793,00",1
RSQUINZEDENOVEMBRO,RS,15354,Quinze de Novembro, 3 910,"2,875","2875,00","0,735294117647059"
RSREDENTORA,RS,15404,Redentora, 9 738,"10,925","10925,00",1
RSRELVADO,RS,15453,Relvado, 1 796,"2,068","2068,00",1
RSRESTINGASÊCA,RS,15503,Restinga Sêca, 14 939,#N/DISP,#N/DISP,#N/DISP
RSRIODOSÍNDIOS,RS,15552,Rio dos Índios, 2 835,"2,571","2571,00","0,906878306878307"
RSRIOGRANDE,RS,15602,Rio Grande, 191 900,"110,400","110400,00","0,575299635226681"
RSRIOPARDO,RS,15701,Rio Pardo, 34 654,"28,175","28175,00","0,813037455993536"
RSRIOZINHO,RS,15750,Riozinho, 4 473,"4,698","4698,00",1
RSROCASALES,RS,15800,Roca Sales, 10 418,"4,025","4025,00","0,386350547129967"
RSRODEIOBONITO,RS,15909,Rodeio Bonito, 6 654,"5,868","5868,00","0,881875563570784"
RSROLADOR,RS,15958,Rolador, 2 291,"2,270","2270,00","0,990833697075513"
RSROLANTE,RS,16006,Rolante, 21 253,"16,100","16100,00","0,757540111984191"
RSRONDAALTA,RS,16105,Ronda Alta, 9 777,"1,725","1725,00","0,176434489107088"
RSRONDINHA,RS,16204,Rondinha, 4 991,"5,033","5033,00",1
RSROQUEGONZALES,RS,16303,Roque Gonzales, 6 576,"6,750","6750,00",1
RSROSÁRIODOSUL,RS,16402,Rosário do Sul, 36 630,"24,150","24150,00","0,659295659295659"
RSSAGRADAFAMÍLIA,RS,16428,Sagrada Família, 2 480,"2,601","2601,00",1
RSSALDANHAMARINHO,RS,16436,Saldanha Marinho, 2 575,"2,596","2596,00",1
RSSALTODOJACUÍ,RS,16451,Salto do Jacuí, 10 203,"12,512","12512,00",1
RSSALVADORDASMISSÕES,RS,16477,Salvador das Missões, 2 877,"2,734","2734,00","0,950295446645812"
RSSALVADORDOSUL,RS,16501,Salvador do Sul, 6 879,"5,750","5750,00","0,835877307748219"
RSSANANDUVA,RS,16600,Sananduva, 16 399,"8,050","8050,00","0,490883590462833"
RSSANTABÁRBARADOSUL,RS,16709,Santa Bárbara do Sul, 8 122,"6,325","6325,00","0,778749076582123"
RSSANTACECÍLIADOSUL,RS,16733,Santa Cecília do Sul, 1 674,0,"0,00",0
RSSANTACLARADOSUL,RS,16758,Santa Clara do Sul, 6 887,"6,755","6755,00","0,980833454334253"
RSSANTACRUZDOSUL,RS,16808,Santa Cruz do Sul, 133 230,"74,750","74750,00","0,561059821361555"
RSSANTAMARIA,RS,16907,Santa Maria, 271 735,"65,550","65550,00","0,241227666660533"
RSSANTAMARIADOHERVAL,RS,16956,Santa Maria do Herval, 6 340,"2,875","2875,00","0,453470031545741"
RSSANTAMARGARIDADOSUL,RS,16972,Santa Margarida do Sul, 2 596,"2,593","2593,00","0,99884437596302"
RSSANTANADABOAVISTA,RS,17004,Santana da Boa Vista, 7 024,"8,037","8037,00",1
RSSANT'ANADOLIVRAMENTO,RS,17103,Sant'Ana do Livramento, 84 421,"28,750","28750,00","0,340555075159024"
RSSANTAROSA,RS,17202,Santa Rosa, 76 963,"43,700","43700,00","0,567805309044606"
RSSANTATEREZA,RS,17251,Santa Tereza, 1 505,"1,722","1722,00",1
RSSANTAVITÓRIADOPALMAR,RS,17301,Santa Vitória do Palmar, 30 983,"29,298","29298,00","0,945615337443114"
RSSANTIAGO,RS,17400,Santiago, 48 938,"40,825","40825,00","0,834218807470677"
RSSANTOÂNGELO,RS,17509,Santo Ângelo, 76 917,"28,175","28175,00","0,366303938011103"
RSSANTOANTÔNIODOPALMA,RS,17558,Santo Antônio do Palma, 2 091,"2,118","2118,00",1
RSSANTOANTÔNIODAPATRULHA,RS,17608,Santo Antônio da Patrulha, 42 947,"22,425","22425,00","0,522155214566792"
RSSANTOANTÔNIODASMISSÕES,RS,17707,Santo Antônio das Missões, 10 300,"6,325","6325,00","0,614077669902913"
RSSANTOANTÔNIODOPLANALTO,RS,17756,Santo Antônio do Planalto, 2 089,"2,018","2018,00","0,966012446146482"
RSSANTOAUGUSTO,RS,17806,Santo Augusto, 13 902,"13,813","13813,00","0,993598043446986"
RSSANTOCRISTO,RS,17905,Santo Cristo, 15 320,"14,177","14177,00","0,925391644908616"
RSSANTOEXPEDITODOSUL,RS,17954,Santo Expedito do Sul, 2 349,"2,287","2287,00","0,973605789697744"
RSSÃOBORJA,RS,18002,São Borja, 59 676,"59,768","59768,00",1
RSSÃODOMINGOSDOSUL,RS,18051,São Domingos do Sul, 2 754,"2,875","2875,00",1
RSSÃOFRANCISCODEASSIS,RS,18101,São Francisco de Assis, 17 618,"18,081","18081,00",1
RSSÃOFRANCISCODEPAULA,RS,18200,São Francisco de Paula, 21 893,"16,100","16100,00","0,735394875074225"
RSSÃOGABRIEL,RS,18309,São Gabriel, 58 487,"59,800","59800,00",1
RSSÃOJERÔNIMO,RS,18408,São Jerônimo, 21 028,"10,350","10350,00","0,492200875023778"
RSSÃOJOÃODAURTIGA,RS,18424,São João da Urtiga, 4 461,"4,625","4625,00",1
RSSÃOJOÃODOPOLÊSINE,RS,18432,São João do Polêsine, 2 649,"2,535","2535,00","0,956964892412231"
RSSÃOJORGE,RS,18440,São Jorge, 2 912,"2,808","2808,00","0,964285714285714"
RSSÃOJOSÉDASMISSÕES,RS,18457,São José das Missões, 2 362,"2,491","2491,00",1
RSSÃOJOSÉDOHERVAL,RS,18465,São José do Herval, 1 902,"1,917","1917,00",1
RSSÃOJOSÉDOHORTÊNCIO,RS,18481,São José do Hortêncio, 4 447,"4,924","4924,00",1
RSSÃOJOSÉDOINHACORÁ,RS,18499,São José do Inhacorá, 2 406,"2,040","2040,00","0,84788029925187"
RSSÃOJOSÉDONORTE,RS,18507,São José do Norte, 25 443,"20,700","20700,00","0,813583303855677"
RSSÃOJOSÉDOOURO,RS,18606,São José do Ouro, 6 834,"4,025","4025,00","0,588966930055604"
RSSÃOJOSÉDOSUL,RS,18614,São José do Sul, 2 380,"2,464","2464,00",1
RSSÃOJOSÉDOSAUSENTES,RS,18622,São José dos Ausentes, 4 172,"3,559","3559,00","0,853068072866731"
RSSÃOLEOPOLDO,RS,18705,São Leopoldo, 217 409,"44,275","44275,00","0,203648423018366"
RSSÃOLOURENÇODOSUL,RS,18804,São Lourenço do Sul, 41 989,"36,225","36225,00","0,862725952035057"
RSSÃOLUIZGONZAGA,RS,18903,São Luiz Gonzaga, 34 752,"33,124","33124,00","0,953153775322284"
RSSÃOMARCOS,RS,19000,São Marcos, 21 084,"9,200","9200,00","0,436349838740277"
RSSÃOMARTINHO,RS,19109,São Martinho, 5 481,"5,336","5336,00","0,973544973544974"
RSSÃOMARTINHODASERRA,RS,19125,São Martinho da Serra, 2 860,"3,228","3228,00",1
RSSÃOMIGUELDASMISSÕES,RS,19158,São Miguel das Missões, 7 056,"7,692","7692,00",1
RSSÃONICOLAU,RS,19208,São Nicolau, 5 118,"5,153","5153,00",1
RSSÃOPAULODASMISSÕES,RS,19307,São Paulo das Missões, 5 846,"5,654","5654,00","0,96715703044817"
RSSÃOPEDRODASERRA,RS,19356,São Pedro da Serra, 3 548,"3,450","3450,00","0,972378804960541"
RSSÃOPEDRODASMISSÕES,RS,19364,São Pedro das Missões, 1 757,"2,025","2025,00",1
RSSÃOPEDRODOBUTIÁ,RS,19372,São Pedro do Butiá, 3 070,"2,950","2950,00","0,960912052117264"
RSSÃOPEDRODOSUL,RS,19406,São Pedro do Sul, 15 577,"6,900","6900,00","0,442960775502343"
RSSÃOSEBASTIÃODOCAÍ,RS,19505,São Sebastião do Caí, 24 428,"8,625","8625,00","0,353078434583265"
RSSÃOSEPÉ,RS,19604,São Sepé, 21 219,0,"0,00",0
RSSÃOVALENTIM,RS,19703,São Valentim, 3 264,"3,220","3220,00","0,986519607843137"
RSSÃOVALENTIMDOSUL,RS,19711,São Valentim do Sul, 2 207,"2,248","2248,00",1
RSSÃOVALÉRIODOSUL,RS,19737,São Valério do Sul, 2 543,"2,732","2732,00",1
RSSÃOVENDELINO,RS,19752,São Vendelino, 2 251,"2,288","2288,00",1
RSSÃOVICENTEDOSUL,RS,19802,São Vicente do Sul, 8 097,0,"0,00",0
RSSAPIRANGA,RS,19901,Sapiranga, 75 648,0,"0,00",0
RSSAPUCAIADOSUL,RS,20008,Sapucaia do Sul, 132 107,"60,375","60375,00","0,45701590377497"
RSSARANDI,RS,20107,Sarandi, 22 851,"15,525","15525,00","0,679401339109886"
RSSEBERI,RS,20206,Seberi, 11 950,"10,678","10678,00","0,893556485355649"
RSSEDENOVA,RS,20230,Sede Nova, 2 704,"2,875","2875,00",1
RSSEGREDO,RS,20263,Segredo, 6 009,"7,465","7465,00",1
RSSELBACH,RS,20305,Selbach, 5 107,"5,114","5114,00",1
RSSENADORSALGADOFILHO,RS,20321,Senador Salgado Filho, 2 673,"2,761","2761,00",1
RSSENTINELADOSUL,RS,20354,Sentinela do Sul, 5 306,"1,150","1150,00","0,216735770825481"
RSSERAFINACORRÊA,RS,20404,Serafina Corrêa, 16 961,"17,250","17250,00",1
RSSÉRIO,RS,20453,Sério, 1 941,"1,889","1889,00","0,973209685729006"
RSSERTÃO,RS,20503,Sertão, 5 541,"5,220","5220,00","0,942068218733081"
RSSERTÃOSANTANA,RS,20552,Sertão Santana, 5 863,"1,725","1725,00","0,294217977144806"
RSSETEDESETEMBRO,RS,20578,Sete de Setembro, 1 830,"1,931","1931,00",1
RSSEVERIANODEALMEIDA,RS,20602,Severiano de Almeida, 3 406,"3,607","3607,00",1
RSSILVEIRAMARTINS,RS,20651,Silveira Martins, 2 028,"2,300","2300,00",1
RSSINIMBU,RS,20677,Sinimbu, 8 578,"9,775","9775,00",1
RSSOBRADINHO,RS,20701,Sobradinho, 14 226,"14,950","14950,00",1
RSSOLEDADE,RS,20800,Soledade, 29 991,"22,425","22425,00","0,747724317295189"
RSTABAÍ,RS,20859,Tabaí, 4 461,"4,816","4816,00",1
RSTAPEJARA,RS,20909,Tapejara, 24 557,"11,500","11500,00","0,468298244899621"
RSTAPERA,RS,21006,Tapera, 10 592,"10,569","10569,00","0,997828549848943"
RSTAPES,RS,21105,Tapes, 14 695,"11,500","11500,00","0,78257910854032"
RSTAQUARA,RS,21204,Taquara, 53 242,"25,875","25875,00","0,485988505315353"
RSTAQUARI,RS,21303,Taquari, 25 198,"14,375","14375,00","0,570481784268593"
RSTAQUARUÇUDOSUL,RS,21329,Taquaruçu do Sul, 3 119,"3,081","3081,00","0,987816607887143"
RSTAVARES,RS,21352,Tavares, 5 212,"4,600","4600,00","0,882578664620108"
RSTENENTEPORTELA,RS,21402,Tenente Portela, 14 497,"13,385","13385,00","0,923294474718907"
RSTERRADEAREIA,RS,21436,Terra de Areia, 10 334,"9,200","9200,00","0,890265144184246"
RSTEUTÔNIA,RS,21451,Teutônia, 32 797,"14,950","14950,00","0,455834375095283"
RSTIOHUGO,RS,21469,Tio Hugo, 3 267,"3,078","3078,00","0,942148760330579"
RSTIRADENTESDOSUL,RS,21477,Tiradentes do Sul, 5 129,"5,532","5532,00",1
RSTOROPI,RS,21493,Toropi, 2 554,"2,753","2753,00",1
RSTORRES,RS,21501,Torres, 41 751,"19,550","19550,00","0,46825225743096"
RSTRAMANDAÍ,RS,21600,Tramandaí, 54 387,"23,000","23000,00","0,422895177156306"
RSTRAVESSEIRO,RS,21626,Travesseiro, 2 152,"2,331","2331,00",1
RSTRÊSARROIOS,RS,21634,Três Arroios, 2 591,"2,620","2620,00",1
RSTRÊSCACHOEIRAS,RS,21667,Três Cachoeiras, 10 962,"11,174","11174,00",1
RSTRÊSCOROAS,RS,21709,Três Coroas, 24 425,"6,325","6325,00","0,258955987717503"
RSTRÊSDEMAIO,RS,21808,Três de Maio, 24 916,"23,846","23846,00","0,957055707176112"
RSTRÊSFORQUILHAS,RS,21832,Três Forquilhas, 2 760,"2,643","2643,00","0,957608695652174"
RSTRÊSPALMEIRAS,RS,21857,Três Palmeiras, 4 716,"3,450","3450,00","0,731552162849873"
RSTRÊSPASSOS,RS,21907,Três Passos, 25 436,"23,799","23799,00","0,93564239660324"
RSTRINDADEDOSUL,RS,21956,Trindade do Sul, 7 556,"5,750","5750,00","0,760984647961885"
RSTRIUNFO,RS,22004,Triunfo, 27 498,"30,159","30159,00",1
RSTUCUNDUVA,RS,22103,Tucunduva, 5 542,"5,612","5612,00",1
RSTUNAS,RS,22152,Tunas, 3 681,"4,585","4585,00",1
RSTUPANCIDOSUL,RS,22186,Tupanci do Sul, 1 374,0,"0,00",0
RSTUPANCIRETÃ,RS,22202,Tupanciretã, 20 005,"9,775","9775,00","0,48862784303924"
RSTUPANDI,RS,22251,Tupandi, 5 029,"4,600","4600,00","0,914694770332074"
RSTUPARENDI,RS,22301,Tuparendi, 8 363,"7,730","7730,00","0,924309458328351"
RSTURUÇU,RS,22327,Turuçu, 3 419,"2,875","2875,00","0,84088914887394"
RSUBIRETAMA,RS,22343,Ubiretama, 1 994,"1,952","1952,00","0,978936810431294"
RSUNIÃODASERRA,RS,22350,União da Serra, 1 170,"1,084","1084,00","0,926495726495727"
RSUNISTALDA,RS,22376,Unistalda, 1 995,"2,306","2306,00",1
RSURUGUAIANA,RS,22400,Uruguaiana, 117 210,"57,500","57500,00","0,49057247675113"
RSVACARIA,RS,22509,Vacaria, 64 197,"44,275","44275,00","0,689673972304002"
RSVALEVERDE,RS,22525,Vale Verde, 3 150,"3,531","3531,00",1
RSVALEDOSOL,RS,22533,Vale do Sol, 9 897,"11,873","11873,00",1
RSVALEREAL,RS,22541,Vale Real, 6 058,"6,046","6046,00","0,998019148233741"
RSVANINI,RS,22558,Vanini, 2 004,"2,130","2130,00",1
RSVENÂNCIOAIRES,RS,22608,Venâncio Aires, 68 763,"25,875","25875,00","0,376292482875965"
RSVERACRUZ,RS,22707,Vera Cruz, 26 710,"17,825","17825,00","0,667353051291651"
RSVERANÓPOLIS,RS,22806,Veranópolis, 24 021,"10,925","10925,00","0,454810374255859"
RSVESPASIANOCORRÊA,RS,22855,Vespasiano Corrêa, 1 818,#N/DISP,#N/DISP,#N/DISP
RSVIADUTOS,RS,22905,Viadutos, 4 769,"4,628","4628,00","0,970434053260642"
RSVIAMÃO,RS,23002,Viamão, 224 112,"37,950","37950,00","0,169334975369458"
RSVICENTEDUTRA,RS,23101,Vicente Dutra, 4 665,"4,530","4530,00","0,971061093247588"
RSVICTORGRAEFF,RS,23200,Victor Graeff, 2 780,"2,840","2840,00",1
RSVILAFLORES,RS,23309,Vila Flores, 3 646,"3,407","3407,00","0,934448710916072"
RSVILALÂNGARO,RS,23358,Vila Lângaro, 2 079,"2,070","2070,00","0,995670995670996"
RSVILAMARIA,RS,23408,Vila Maria, 4 413,"4,368","4368,00","0,989802855200544"
RSVILANOVADOSUL,RS,23457,Vila Nova do Sul, 3 863,"4,274","4274,00",1
RSVISTAALEGRE,RS,23507,Vista Alegre, 2 660,"2,726","2726,00",1
RSVISTAALEGREDOPRATA,RS,23606,Vista Alegre do Prata, 1 590,"1,553","1553,00","0,976729559748428"
RSVISTAGAÚCHA,RS,23705,Vista Gaúcha, 2 783,"2,858","2858,00",1
RSVITÓRIADASMISSÕES,RS,23754,Vitória das Missões, 3 260,"3,052","3052,00","0,936196319018405"
RSWESTFÁLIA,RS,23770,Westfália, 3 098,#N/DISP,#N/DISP,#N/DISP
RSXANGRILÁ,RS,23804,Xangri-lá, 16 463,"12,075","12075,00","0,733462916843832"
MSÁGUACLARA,MS,00203,Água Clara, 16 741,"12,650","12650,00","0,755629890687534"
MSALCINÓPOLIS,MS,00252,Alcinópolis, 4 537,"3,450","3450,00","0,760414370729557"
MSAMAMBAI,MS,00609,Amambai, 39 325,"40,247","40247,00",1
MSANASTÁCIO,MS,00708,Anastácio, 24 114,"25,300","25300,00",1
MSANAURILÂNDIA,MS,00807,Anaurilândia, 7 653,"9,116","9116,00",1
MSANGÉLICA,MS,00856,Angélica, 10 729,"11,081","11081,00",1
MSANTÔNIOJOÃO,MS,00906,Antônio João, 9 303,"5,175","5175,00","0,556272170267656"
MSAPARECIDADOTABOADO,MS,01003,Aparecida do Taboado, 27 674,"25,875","25875,00","0,934993134349931"
MSAQUIDAUANA,MS,01102,Aquidauana, 46 803,"48,184","48184,00",1
MSARALMOREIRA,MS,01243,Aral Moreira, 10 748,"12,075","12075,00",1
MSBANDEIRANTES,MS,01508,Bandeirantes, 7 940,"7,281","7281,00","0,917002518891688"
MSBATAGUASSU,MS,01904,Bataguassu, 23 031,"23,620","23620,00",1
MSBATAYPORÃ,MS,02001,Batayporã, 10 712,"11,368","11368,00",1
MSBELAVISTA,MS,02100,Bela Vista, 21 613,"24,150","24150,00",1
MSBODOQUENA,MS,02159,Bodoquena, 8 567,"7,802","7802,00","0,910703863662893"
MSBONITO,MS,02209,Bonito, 23 659,"13,225","13225,00","0,558983896191724"
MSBRASILÂNDIA,MS,02308,Brasilândia, 11 579,"11,835","11835,00",1
MSCAARAPÓ,MS,02407,Caarapó, 30 612,"24,150","24150,00","0,78890631125049"
MSCAMAPUÃ,MS,02605,Camapuã, 13 583,"13,675","13675,00",1
MSCAMPOGRANDE,MS,02704,Campo Grande, 898 100,"879,175","879175,00","0,978927736332257"
MSCARACOL,MS,02803,Caracol, 5 036,"5,175","5175,00",1
MSCASSILÂNDIA,MS,02902,Cassilândia, 20 988,"20,125","20125,00","0,958881265485039"
MSCHAPADÃODOSUL,MS,02951,Chapadão do Sul, 30 993,"23,575","23575,00","0,760655631916885"
MSCORGUINHO,MS,03108,Corguinho, 4 783,"6,158","6158,00",1
MSCORONELSAPUCAIA,MS,03157,Coronel Sapucaia, 14 289,"13,225","13225,00","0,925537126460914"
MSCORUMBÁ,MS,03207,Corumbá, 96 268,"106,375","106375,00",1
MSCOSTARICA,MS,03256,Costa Rica, 26 037,"21,456","21456,00","0,82405807120636"
MSCOXIM,MS,03306,Coxim, 32 151,"31,625","31625,00","0,983639700164847"
MSDEODÁPOLIS,MS,03454,Deodápolis, 13 663,"13,043","13043,00","0,954621971748518"
MSDOISIRMÃOSDOBURITI,MS,03488,Dois Irmãos do Buriti, 11 100,"11,547","11547,00",1
MSDOURADINA,MS,03504,Douradina, 5 578,"5,175","5175,00","0,927751882395124"
MSDOURADOS,MS,03702,Dourados, 243 367,"159,275","159275,00","0,654464245357834"
MSELDORADO,MS,03751,Eldorado, 11 386,"12,447","12447,00",1
MSFÁTIMADOSUL,MS,03801,Fátima do Sul, 20 609,"19,152","19152,00","0,929302731816197"
MSFIGUEIRÃO,MS,03900,Figueirão, 3 539,"3,066","3066,00","0,866346425543939"
MSGLÓRIADEDOURADOS,MS,04007,Glória de Dourados, 10 444,"9,200","9200,00","0,88088854844887"
MSGUIALOPESDALAGUNA,MS,04106,Guia Lopes da Laguna, 9 940,"8,050","8050,00","0,809859154929578"
MSIGUATEMI,MS,04304,Iguatemi, 13 808,"16,273","16273,00",1
MSINOCÊNCIA,MS,04403,Inocência, 8 404,"6,900","6900,00","0,821037601142313"
MSITAPORÃ,MS,04502,Itaporã, 24 137,"25,478","25478,00",1
MSITAQUIRAÍ,MS,04601,Itaquiraí, 19 423,"21,604","21604,00",1
MSIVINHEMA,MS,04700,Ivinhema, 27 821,"23,277","23277,00","0,836670141260199"
MSJAPORÃ,MS,04809,Japorã, 8 148,"9,372","9372,00",1
MSJARAGUARI,MS,04908,Jaraguari, 7 139,"7,342","7342,00",1
MSJARDIM,MS,05004,Jardim, 23 981,"23,000","23000,00","0,959092614986865"
MSJATEÍ,MS,05103,Jateí, 3 586,"4,015","4015,00",1
MSJUTI,MS,05152,Juti, 6 729,"6,861","6861,00",1
MSLADÁRIO,MS,05202,Ladário, 21 522,"23,575","23575,00",1
MSLAGUNACARAPÃ,MS,05251,Laguna Carapã, 6 799,"7,496","7496,00",1
MSMARACAJU,MS,05400,Maracaju, 45 047,"36,225","36225,00","0,804160099451684"
MSMIRANDA,MS,05608,Miranda, 25 536,"17,825","17825,00","0,698034147869674"
MSMUNDONOVO,MS,05681,Mundo Novo, 19 193,"14,950","14950,00","0,778929818162872"
MSNAVIRAÍ,MS,05707,Naviraí, 50 457,"41,400","41400,00","0,820500624293953"
MSNIOAQUE,MS,05806,Nioaque, 13 220,"13,794","13794,00",1
MSNOVAALVORADADOSUL,MS,06002,Nova Alvorada do Sul, 21 822,"20,125","20125,00","0,92223444230593"
MSNOVAANDRADINA,MS,06200,Nova Andradina, 48 563,"36,225","36225,00","0,745938265757882"
MSNOVOHORIZONTEDOSUL,MS,06259,Novo Horizonte do Sul, 4 721,"2,875","2875,00","0,608981148061851"
MSPARAÍSODASÁGUAS,MS,06275,Paraíso das Águas, 5 510,"3,450","3450,00","0,626134301270418"
MSPARANAÍBA,MS,06309,Paranaíba, 40 957,"42,401","42401,00",1
MSPARANHOS,MS,06358,Paranhos, 12 921,"12,075","12075,00","0,934525191548642"
MSPEDROGOMES,MS,06408,Pedro Gomes, 6 941,"7,568","7568,00",1
MSPONTAPORÃ,MS,06606,Ponta Porã, 92 017,"95,320","95320,00",1
MSPORTOMURTINHO,MS,06903,Porto Murtinho, 12 859,"9,775","9775,00","0,760167975736838"
MSRIBASDORIOPARDO,MS,07109,Ribas do Rio Pardo, 23 150,"10,925","10925,00","0,471922246220302"
MSRIOBRILHANTE,MS,07208,Rio Brilhante, 37 601,"32,775","32775,00","0,871652349671551"
MSRIONEGRO,MS,07307,Rio Negro, 4 841,"4,758","4758,00","0,98285478206982"
MSRIOVERDEDEMATOGROSSO,MS,07406,Rio Verde de Mato Grosso, 19 818,"20,025","20025,00",1
MSROCHEDO,MS,07505,Rochedo, 5 199,"5,120","5120,00","0,984804770148105"
MSSANTARITADOPARDO,MS,07554,Santa Rita do Pardo, 7 027,"7,948","7948,00",1
MSSÃOGABRIELDOOESTE,MS,07695,São Gabriel do Oeste, 29 579,"27,660","27660,00","0,935122891240407"
MSSETEQUEDAS,MS,07703,Sete Quedas, 10 994,"10,751","10751,00","0,977897034746225"
MSSELVÍRIA,MS,07802,Selvíria, 8 142,"6,325","6325,00","0,77683615819209"
MSSIDROLÂNDIA,MS,07901,Sidrolândia, 47 118,"46,575","46575,00","0,988475741754743"
MSSONORA,MS,07935,Sonora, 14 516,"20,158","20158,00",1
MSTACURU,MS,07950,Tacuru, 10 808,"11,795","11795,00",1
MSTAQUARUSSU,MS,07976,Taquarussu, 3 625,"3,588","3588,00","0,989793103448276"
MSTERENOS,MS,08008,Terenos, 17 652,"22,721","22721,00",1
MSTRÊSLAGOAS,MS,08305,Três Lagoas, 132 152,"110,975","110975,00","0,839752709001756"
MSVICENTINA,MS,08404,Vicentina, 6 336,"6,115","6115,00","0,96511994949495"
MTACORIZAL,MT,00102,Acorizal, 5 014,"5,309","5309,00",1
MTÁGUABOA,MT,00201,Água Boa, 29 219,"26,679","26679,00","0,913070262500428"
MTALTAFLORESTA,MT,00250,Alta Floresta, 58 613,"42,550","42550,00","0,725948168495044"
MTALTOARAGUAIA,MT,00300,Alto Araguaia, 17 193,"14,950","14950,00","0,869539929040889"
MTALTOBOAVISTA,MT,00359,Alto Boa Vista, 5 715,"7,092","7092,00",1
MTALTOGARÇAS,MT,00409,Alto Garças, 13 052,"10,925","10925,00","0,837036469506589"
MTALTOPARAGUAI,MT,00508,Alto Paraguai, 8 009,"9,775","9775,00",1
MTALTOTAQUARI,MT,00607,Alto Taquari, 10 904,"11,413","11413,00",1
MTAPIACÁS,MT,00805,Apiacás, 8 590,"6,900","6900,00","0,80325960419092"
MTARAGUAIANA,MT,01001,Araguaiana, 3 795,"3,064","3064,00","0,80737812911726"
MTARAGUAINHA,MT,01209,Araguainha, 1 010,909,"909,00","0,9"
MTARAPUTANGA,MT,01258,Araputanga, 14 786,"16,675","16675,00",1
MTARENÁPOLIS,MT,01308,Arenápolis, 10 576,"9,399","9399,00","0,888710287443268"
MTARIPUANÃ,MT,01407,Aripuanã, 24 626,"21,850","21850,00","0,887273613254284"
MTBARÃODEMELGAÇO,MT,01605,Barão de Melgaço, 7 253,"8,165","8165,00",1
MTBARRADOBUGRES,MT,01704,Barra do Bugres, 29 403,"16,675","16675,00","0,567119001462436"
MTBARRADOGARÇAS,MT,01803,Barra do Garças, 69 210,"48,300","48300,00","0,697876029475509"
MTBOMJESUSDOARAGUAIA,MT,01852,Bom Jesus do Araguaia, 7 280,"6,830","6830,00","0,938186813186813"
MTBRASNORTE,MT,01902,Brasnorte, 17 004,"15,525","15525,00","0,913020465772759"
MTCÁCERES,MT,02504,Cáceres, 89 681,"20,125","20125,00","0,224406507509952"
MTCAMPINÁPOLIS,MT,02603,Campinápolis, 15 347,"16,100","16100,00",1
MTCAMPONOVODOPARECIS,MT,02637,Campo Novo do Parecis, 45 899,"10,350","10350,00","0,2254951088259"
MTCAMPOVERDE,MT,02678,Campo Verde, 44 585,"44,033","44033,00","0,987619154424134"
MTCAMPOSDEJÚLIO,MT,02686,Campos de Júlio, 8 822,"7,245","7245,00","0,82124234867377"
MTCANABRAVADONORTE,MT,02694,Canabrava do Norte, 4 485,"4,711","4711,00",1
MTCANARANA,MT,02702,Canarana, 25 858,"22,101","22101,00","0,854706473818548"
MTCARLINDA,MT,02793,Carlinda, 10 332,"9,775","9775,00","0,946089818041038"
MTCASTANHEIRA,MT,02850,Castanheira, 7 506,"7,475","7475,00","0,995869970690115"
MTCHAPADADOSGUIMARÃES,MT,03007,Chapada dos Guimarães, 18 990,"22,521","22521,00",1
MTCLÁUDIA,MT,03056,Cláudia, 9 593,"8,050","8050,00","0,83915354946315"
MTCOCALINHO,MT,03106,Cocalinho, 6 220,"5,716","5716,00","0,918971061093248"
MTCOLÍDER,MT,03205,Colíder, 31 370,"31,625","31625,00",1
MTCOLNIZA,MT,03254,Colniza, 25 766,"31,050","31050,00",1
