,,,,,,,
,,,,,,,
chave_sus_ibge,UF,COD. MUNIC,NOME DO MUNICÍPIO,População Censo 2022,POP_COBERTA_SUS,pop_coberta_DATASUS,taxa de cobertura
APSERRADONAVIO,AP,00055,Serra do Navio, 4 673,"5,577","5577,00",1
APAMAPÁ,AP,00105,Amapá, 7 943,"9,265","9265,00",1
APPEDRABRANCADOAMAPARI,AP,00154,Pedra Branca do Amapari, 12 847,"17,625","17625,00",1
APCALÇOENE,AP,00204,Calçoene, 10 612,"11,493","11493,00",1
APCUTIAS,AP,00212,Cutias, 4 461,"6,217","6217,00",1
APFERREIRAGOMES,AP,00238,Ferreira Gomes, 6 666,"8,151","8151,00",1
APITAUBAL,AP,00253,Itaubal, 5 599,"5,730","5730,00",1
APLARANJALDOJARI,AP,00279,Laranjal do Jari, 35 114,"52,302","52302,00",1
APMACAPÁ,AP,00303,Macapá, 442 933,"355,925","355925,00","0,803563970171561"
APMAZAGÃO,AP,00402,Mazagão, 21 924,"12,650","12650,00","0,576993249407043"
APOIAPOQUE,AP,00501,Oiapoque, 27 482,"18,975","18975,00","0,690451932173787"
APPORTOGRANDE,AP,00535,Porto Grande, 17 848,"22,927","22927,00",1
APPRACUÚBA,AP,00550,Pracuúba, 3 803,"4,600","4600,00",1
APSANTANA,AP,00600,Santana, 107 618,"120,175","120175,00",1
APTARTARUGALZINHO,AP,00709,Tartarugalzinho, 12 945,"18,217","18217,00",1
APVITÓRIADOJARI,AP,00808,Vitória do Jari, 11 291,"16,572","16572,00",1
TOABREULÂNDIA,TO,00251,Abreulândia, 2 576,"2,609","2609,00",1
TOAGUIARNÓPOLIS,TO,00301,Aguiarnópolis, 4 497,"7,049","7049,00",1
TOALIANÇADOTOCANTINS,TO,00350,Aliança do Tocantins, 5 147,"5,303","5303,00",1
TOALMAS,TO,00400,Almas, 6 499,"6,905","6905,00",1
TOALVORADA,TO,00707,Alvorada, 8 802,"8,381","8381,00","0,952169961372415"
TOANANÁS,TO,01002,Ananás, 10 325,"9,435","9435,00","0,913801452784504"
TOANGICO,TO,01051,Angico, 2 876,"3,475","3475,00",1
TOAPARECIDADORIONEGRO,TO,01101,Aparecida do Rio Negro, 4 856,"4,901","4901,00",1
TOARAGOMINAS,TO,01309,Aragominas, 5 290,"5,705","5705,00",1
TOARAGUACEMA,TO,01903,Araguacema, 5 927,"7,223","7223,00",1
TOARAGUAÇU,TO,02000,Araguaçu, 8 133,"8,418","8418,00",1
TOARAGUAÍNA,TO,02109,Araguaína, 171 301,"186,245","186245,00",1
TOARAGUANÃ,TO,02158,Araguanã, 4 310,"5,856","5856,00",1
TOARAGUATINS,TO,02208,Araguatins, 31 918,"36,573","36573,00",1
TOARAPOEMA,TO,02307,Arapoema, 5 550,"6,590","6590,00",1
TOARRAIAS,TO,02406,Arraias, 10 287,"10,502","10502,00",1
TOAUGUSTINÓPOLIS,TO,02554,Augustinópolis, 17 484,"18,870","18870,00",1
TOAURORADOTOCANTINS,TO,02703,Aurora do Tocantins, 3 342,"3,809","3809,00",1
TOAXIXÁDOTOCANTINS,TO,02901,Axixá do Tocantins, 10 262,"9,817","9817,00","0,956636133307348"
TOBABAÇULÂNDIA,TO,03008,Babaçulândia, 7 880,"10,668","10668,00",1
TOBANDEIRANTESDOTOCANTINS,TO,03057,Bandeirantes do Tocantins, 3 407,"3,631","3631,00",1
TOBARRADOOURO,TO,03073,Barra do Ouro, 4 476,"4,673","4673,00",1
TOBARROLÂNDIA,TO,03107,Barrolândia, 4 846,"5,669","5669,00",1
TOBERNARDOSAYÃO,TO,03206,Bernardo Sayão, 4 229,"4,439","4439,00",1
TOBOMJESUSDOTOCANTINS,TO,03305,Bom Jesus do Tocantins, 4 038,"5,120","5120,00",1
TOBRASILÂNDIADOTOCANTINS,TO,03602,Brasilândia do Tocantins, 1 974,"2,221","2221,00",1
TOBREJINHODENAZARÉ,TO,03701,Brejinho de Nazaré, 4 725,"5,540","5540,00",1
TOBURITIDOTOCANTINS,TO,03800,Buriti do Tocantins, 10 307,"11,644","11644,00",1
TOCACHOEIRINHA,TO,03826,Cachoeirinha, 1 961,"2,293","2293,00",1
TOCAMPOSLINDOS,TO,03842,Campos Lindos, 8 653,"10,505","10505,00",1
TOCARIRIDOTOCANTINS,TO,03867,Cariri do Tocantins, 4 007,"4,499","4499,00",1
TOCARMOLÂNDIA,TO,03883,Carmolândia, 2 201,"2,627","2627,00",1
TOCARRASCOBONITO,TO,03891,Carrasco Bonito, 3 318,"4,165","4165,00",1
TOCASEARA,TO,03909,Caseara, 4 847,"5,514","5514,00",1
TOCENTENÁRIO,TO,04105,Centenário, 2 131,"2,966","2966,00",1
TOCHAPADADEAREIA,TO,04600,Chapada de Areia, 1 501,"1,415","1415,00","0,942704863424384"
TOCHAPADADANATIVIDADE,TO,05102,Chapada da Natividade, 3 117,"3,330","3330,00",1
TOCOLINASDOTOCANTINS,TO,05508,Colinas do Tocantins, 34 233,"36,271","36271,00",1
TOCOMBINADO,TO,05557,Combinado, 4 756,"4,870","4870,00",1
TOCONCEIÇÃODOTOCANTINS,TO,05607,Conceição do Tocantins, 3 887,"4,070","4070,00",1
TOCOUTOMAGALHÃES,TO,06001,Couto Magalhães, 5 331,"5,690","5690,00",1
TOCRISTALÂNDIA,TO,06100,Cristalândia, 6 371,"7,268","7268,00",1
TOCRIXÁSDOTOCANTINS,TO,06258,Crixás do Tocantins, 1 470,"1,749","1749,00",1
TODARCINÓPOLIS,TO,06506,Darcinópolis, 5 827,"6,250","6250,00",1
TODIANÓPOLIS,TO,07009,Dianópolis, 17 739,"22,704","22704,00",1
TODIVINÓPOLISDOTOCANTINS,TO,07108,Divinópolis do Tocantins, 7 024,"6,986","6986,00","0,994589977220957"
TODOISIRMÃOSDOTOCANTINS,TO,07207,Dois Irmãos do Tocantins, 6 327,"7,173","7173,00",1
TODUERÉ,TO,07306,Dueré, 4 248,"4,686","4686,00",1
TOESPERANTINA,TO,07405,Esperantina, 7 530,"11,280","11280,00",1
TOFÁTIMA,TO,07553,Fátima, 3 467,"3,824","3824,00",1
TOFIGUEIRÓPOLIS,TO,07652,Figueirópolis, 5 211,"5,222","5222,00",1
TOFILADÉLFIA,TO,07702,Filadélfia, 7 712,"8,892","8892,00",1
TOFORMOSODOARAGUAIA,TO,08205,Formoso do Araguaia, 18 881,"18,358","18358,00","0,972300195964197"
TOTABOCÃO,TO,08254,Tabocão, 3 455,#N/DISP,#N/DISP,#N/DISP
TOGOIANORTE,TO,08304,Goianorte, 4 738,"5,136","5136,00",1
TOGOIATINS,TO,09005,Goiatins, 12 433,"13,169","13169,00",1
TOGUARAÍ,TO,09302,Guaraí, 24 775,"26,403","26403,00",1
TOGURUPI,TO,09500,Gurupi, 85 125,"88,428","88428,00",1
TOIPUEIRAS,TO,09807,Ipueiras, 1 590,"2,088","2088,00",1
TOITACAJÁ,TO,10508,Itacajá, 6 819,"7,471","7471,00",1
TOITAGUATINS,TO,10706,Itaguatins, 5 172,"5,801","5801,00",1
TOITAPIRATINS,TO,10904,Itapiratins, 3 577,"3,814","3814,00",1
TOITAPORÃDOTOCANTINS,TO,11100,Itaporã do Tocantins, 2 404,"2,412","2412,00",1
TOJAÚDOTOCANTINS,TO,11506,Jaú do Tocantins, 3 334,"3,906","3906,00",1
TOJUARINA,TO,11803,Juarina, 2 243,"2,174","2174,00","0,969237628176549"
TOLAGOADACONFUSÃO,TO,11902,Lagoa da Confusão, 15 288,"13,225","13225,00","0,865057561486133"
TOLAGOADOTOCANTINS,TO,11951,Lagoa do Tocantins, 3 516,"4,470","4470,00",1
TOLAJEADO,TO,12009,Lajeado, 3 357,"3,199","3199,00","0,952934167411379"
TOLAVANDEIRA,TO,12157,Lavandeira, 1 626,"1,984","1984,00",1
TOLIZARDA,TO,12405,Lizarda, 2 999,"3,727","3727,00",1
TOLUZINÓPOLIS,TO,12454,Luzinópolis, 2 717,"3,200","3200,00",1
TOMARIANÓPOLISDOTOCANTINS,TO,12504,Marianópolis do Tocantins, 4 615,"5,332","5332,00",1
TOMATEIROS,TO,12702,Mateiros, 2 748,"2,773","2773,00",1
TOMAURILÂNDIADOTOCANTINS,TO,12801,Maurilândia do Tocantins, 3 095,"3,470","3470,00",1
TOMIRACEMADOTOCANTINS,TO,13205,Miracema do Tocantins, 18 566,"17,628","17628,00","0,949477539588495"
TOMIRANORTE,TO,13304,Miranorte, 12 701,"13,551","13551,00",1
TOMONTEDOCARMO,TO,13601,Monte do Carmo, 5 694,"8,182","8182,00",1
TOMONTESANTODOTOCANTINS,TO,13700,Monte Santo do Tocantins, 2 396,"2,311","2311,00","0,964524207011686"
TOPALMEIRASDOTOCANTINS,TO,13809,Palmeiras do Tocantins, 4 872,"6,830","6830,00",1
TOMURICILÂNDIA,TO,13957,Muricilândia, 3 367,"3,623","3623,00",1
TONATIVIDADE,TO,14203,Natividade, 8 754,"9,256","9256,00",1
TONAZARÉ,TO,14302,Nazaré, 4 521,"3,772","3772,00","0,834328688343287"
TONOVAOLINDA,TO,14880,Nova Olinda, 10 367,"12,014","12014,00",1
TONOVAROSALÂNDIA,TO,15002,Nova Rosalândia, 3 362,"4,348","4348,00",1
TONOVOACORDO,TO,15101,Novo Acordo, 3 969,"4,450","4450,00",1
TONOVOALEGRE,TO,15150,Novo Alegre, 1 846,"2,332","2332,00",1
TONOVOJARDIM,TO,15259,Novo Jardim, 2 230,"2,768","2768,00",1
TOOLIVEIRADEFÁTIMA,TO,15507,Oliveira de Fátima, 1 164,"1,124","1124,00","0,965635738831615"
TOPALMEIRANTE,TO,15705,Palmeirante, 4 798,"6,234","6234,00",1
TOPALMEIRÓPOLIS,TO,15754,Palmeirópolis, 6 975,"7,694","7694,00",1
TOPARAÍSODOTOCANTINS,TO,16109,Paraíso do Tocantins, 52 360,"52,521","52521,00",1
TOPARANÃ,TO,16208,Paranã, 10 542,"10,426","10426,00","0,988996395370897"
TOPAUD'ARCO,TO,16307,Pau D'Arco, 4 043,"4,885","4885,00",1
TOPEDROAFONSO,TO,16505,Pedro Afonso, 14 055,"13,964","13964,00","0,993525435787976"
TOPEIXE,TO,16604,Peixe, 9 317,"11,996","11996,00",1
TOPEQUIZEIRO,TO,16653,Pequizeiro, 4 921,"5,546","5546,00",1
TOCOLMÉIA,TO,16703,Colméia, 8 941,"8,078","8078,00","0,903478358125489"
TOPINDORAMADOTOCANTINS,TO,17008,Pindorama do Tocantins, 4 478,"4,414","4414,00","0,985707905314873"
TOPIRAQUÊ,TO,17206,Piraquê, 2 282,"3,038","3038,00",1
TOPIUM,TO,17503,Pium, 7 128,"7,830","7830,00",1
TOPONTEALTADOBOMJESUS,TO,17800,Ponte Alta do Bom Jesus, 4 220,"4,586","4586,00",1
TOPONTEALTADOTOCANTINS,TO,17909,Ponte Alta do Tocantins, 7 586,"8,192","8192,00",1
TOPORTOALEGREDOTOCANTINS,TO,18006,Porto Alegre do Tocantins, 2 866,"3,200","3200,00",1
TOPORTONACIONAL,TO,18204,Porto Nacional, 64 418,"53,618","53618,00","0,832344996740042"
TOPRAIANORTE,TO,18303,Praia Norte, 9 044,"8,563","8563,00","0,946815568332596"
TOPRESIDENTEKENNEDY,TO,18402,Presidente Kennedy, 3 047,"3,668","3668,00",1
TOPUGMIL,TO,18451,Pugmil, 2 193,"2,746","2746,00",1
TORECURSOLÂNDIA,TO,18501,Recursolândia, 3 421,"4,389","4389,00",1
TORIACHINHO,TO,18550,Riachinho, 3 960,"4,723","4723,00",1
TORIODACONCEIÇÃO,TO,18659,Rio da Conceição, 1 768,"2,211","2211,00",1
TORIODOSBOIS,TO,18709,Rio dos Bois, 2 738,"2,879","2879,00",1
TORIOSONO,TO,18758,Rio Sono, 4 841,"6,498","6498,00",1
TOSAMPAIO,TO,18808,Sampaio, 4 215,"4,876","4876,00",1
TOSANDOLÂNDIA,TO,18840,Sandolândia, 3 723,"3,371","3371,00","0,905452591995702"
TOSANTAFÉDOARAGUAIA,TO,18865,Santa Fé do Araguaia, 7 216,"7,678","7678,00",1
TOSANTAMARIADOTOCANTINS,TO,18881,Santa Maria do Tocantins, 2 680,"3,537","3537,00",1
TOSANTARITADOTOCANTINS,TO,18899,Santa Rita do Tocantins, 2 219,"2,407","2407,00",1
TOSANTAROSADOTOCANTINS,TO,18907,Santa Rosa do Tocantins, 4 653,"4,864","4864,00",1
TOSANTATEREZADOTOCANTINS,TO,19004,Santa Tereza do Tocantins, 2 781,"2,928","2928,00",1
TOSANTATEREZINHADOTOCANTINS,TO,20002,Santa Terezinha do Tocantins, 2 406,"2,530","2530,00",1
TOSÃOBENTODOTOCANTINS,TO,20101,São Bento do Tocantins, 5 654,"5,457","5457,00","0,965157410682703"
TOSÃOFÉLIXDOTOCANTINS,TO,20150,São Félix do Tocantins, 1 783,"1,610","1610,00","0,902972518227706"
TOSÃOMIGUELDOTOCANTINS,TO,20200,São Miguel do Tocantins, 13 241,"12,445","12445,00","0,939883694585001"
TOSÃOSALVADORDOTOCANTINS,TO,20259,São Salvador do Tocantins, 2 385,"3,106","3106,00",1
TOSÃOSEBASTIÃODOTOCANTINS,TO,20309,São Sebastião do Tocantins, 4 100,"4,898","4898,00",1
TOSÃOVALÉRIO,TO,20499,São Valério, 4 422,"3,848","3848,00","0,870194482134781"
TOSILVANÓPOLIS,TO,20655,Silvanópolis, 5 108,"5,452","5452,00",1
TOSÍTIONOVODOTOCANTINS,TO,20804,Sítio Novo do Tocantins, 10 830,"8,965","8965,00","0,827793167128347"
TOSUCUPIRA,TO,20853,Sucupira, 1 577,"2,007","2007,00",1
TOTAGUATINGA,TO,20903,Taguatinga, 14 011,"16,966","16966,00",1
TOTAIPASDOTOCANTINS,TO,20937,Taipas do Tocantins, 2 021,"2,183","2183,00",1
TOTALISMÃ,TO,20978,Talismã, 2 456,"2,831","2831,00",1
TOPALMAS,TO,21000,Palmas, 302 692,"251,275","251275,00","0,830134261889974"
TOTOCANTÍNIA,TO,21109,Tocantínia, 7 459,"7,688","7688,00",1
TOTOCANTINÓPOLIS,TO,21208,Tocantinópolis, 22 615,"22,820","22820,00",1
TOTUPIRAMA,TO,21257,Tupirama, 1 909,"1,725","1725,00","0,903614457831325"
TOTUPIRATINS,TO,21307,Tupiratins, 1 874,"2,785","2785,00",1
TOWANDERLÂNDIA,TO,22081,Wanderlândia, 10 522,"11,783","11783,00",1
TOXAMBIOÁ,TO,22107,Xambioá, 10 517,"11,500","11500,00",1
MAAÇAILÂNDIA,MA,00055,Açailândia, 106 550,"101,775","101775,00","0,955185358986391"
MAAFONSOCUNHA,MA,00105,Afonso Cunha, 6 144,"6,631","6631,00",1
MAÁGUADOCEDOMARANHÃO,MA,00154,Água Doce do Maranhão, 12 142,"12,731","12731,00",1
MAALCÂNTARA,MA,00204,Alcântara, 18 467,"22,126","22126,00",1
MAALDEIASALTAS,MA,00303,Aldeias Altas, 23 286,"26,979","26979,00",1
MAALTAMIRADOMARANHÃO,MA,00402,Altamira do Maranhão, 6 447,"8,250","8250,00",1
MAALTOALEGREDOMARANHÃO,MA,00436,Alto Alegre do Maranhão, 24 048,"28,066","28066,00",1
MAALTOALEGREDOPINDARÉ,MA,00477,Alto Alegre do Pindaré, 25 710,"31,967","31967,00",1
MAALTOPARNAÍBA,MA,00501,Alto Parnaíba, 11 109,"11,233","11233,00",1
MAAMAPÁDOMARANHÃO,MA,00550,Amapá do Maranhão, 7 170,"7,047","7047,00","0,982845188284519"
MAAMARANTEDOMARANHÃO,MA,00600,Amarante do Maranhão, 37 085,"42,017","42017,00",1
MAANAJATUBA,MA,00709,Anajatuba, 25 322,"27,170","27170,00",1
MAANAPURUS,MA,00808,Anapurus, 13 793,"16,054","16054,00",1
MAAPICUMAÇU,MA,00832,Apicum-Açu, 17 519,"17,582","17582,00",1
MAARAGUANÃ,MA,00873,Araguanã, 11 181,"15,675","15675,00",1
MAARAIOSES,MA,00907,Araioses, 39 052,"47,095","47095,00",1
MAARAME,MA,00956,Arame, 25 517,"32,825","32825,00",1
MAARARI,MA,01004,Arari, 29 472,"30,014","30014,00",1
MAAXIXÁ,MA,01103,Axixá, 11 790,"12,234","12234,00",1
MABACABAL,MA,01202,Bacabal, 103 711,"105,094","105094,00",1
MABACABEIRA,MA,01251,Bacabeira, 16 966,"17,446","17446,00",1
MABACURI,MA,01301,Bacuri, 16 290,"18,726","18726,00",1
MABACURITUBA,MA,01350,Bacurituba, 5 252,"5,696","5696,00",1
MABALSAS,MA,01400,Balsas, 101 767,"96,025","96025,00","0,94357699450706"
MABARÃODEGRAJAÚ,MA,01509,Barão de Grajaú, 18 984,"19,026","19026,00",1
MABARRADOCORDA,MA,01608,Barra do Corda, 84 532,"88,895","88895,00",1
MABARREIRINHAS,MA,01707,Barreirinhas, 65 589,"63,891","63891,00","0,974111512601198"
MABELÁGUA,MA,01731,Belágua, 8 460,"7,586","7586,00","0,896690307328605"
MABELAVISTADOMARANHÃO,MA,01772,Bela Vista do Maranhão, 11 750,"11,347","11347,00","0,965702127659574"
MABENEDITOLEITE,MA,01806,Benedito Leite, 5 469,"5,643","5643,00",1
MABEQUIMÃO,MA,01905,Bequimão, 19 584,"21,317","21317,00",1
MABERNARDODOMEARIM,MA,01939,Bernardo do Mearim, 5 840,"6,102","6102,00",1
MABOAVISTADOGURUPI,MA,01970,Boa Vista do Gurupi, 7 574,"8,494","8494,00",1
MABOMJARDIM,MA,02002,Bom Jardim, 33 100,"42,010","42010,00",1
MABOMJESUSDASSELVAS,MA,02036,Bom Jesus das Selvas, 28 599,"35,095","35095,00",1
MABOMLUGAR,MA,02077,Bom Lugar, 12 212,"16,578","16578,00",1
MABREJO,MA,02101,Brejo, 34 120,"36,900","36900,00",1
MABREJODEAREIA,MA,02150,Brejo de Areia, 9 218,"8,841","8841,00","0,959101757431113"
MABURITI,MA,02200,Buriti, 29 685,"28,916","28916,00","0,974094660602998"
MABURITIBRAVO,MA,02309,Buriti Bravo, 22 455,"23,993","23993,00",1
MABURITICUPU,MA,02325,Buriticupu, 55 499,"73,595","73595,00",1
MABURITIRANA,MA,02358,Buritirana, 12 918,"15,503","15503,00",1
MACACHOEIRAGRANDE,MA,02374,Cachoeira Grande, 9 732,"9,524","9524,00","0,978627209206741"
MACAJAPIÓ,MA,02408,Cajapió, 10 121,"11,255","11255,00",1
MACAJARI,MA,02507,Cajari, 16 412,"19,521","19521,00",1
MACAMPESTREDOMARANHÃO,MA,02556,Campestre do Maranhão, 12 301,"14,530","14530,00",1
MACÂNDIDOMENDES,MA,02606,Cândido Mendes, 19 932,"20,376","20376,00",1
MACANTANHEDE,MA,02705,Cantanhede, 24 303,"22,236","22236,00","0,914948771756573"
MACAPINZALDONORTE,MA,02754,Capinzal do Norte, 11 374,"10,937","10937,00","0,961579039915597"
MACAROLINA,MA,02804,Carolina, 24 062,"24,151","24151,00",1
MACARUTAPERA,MA,02903,Carutapera, 24 238,"24,095","24095,00","0,994100173281624"
MACAXIAS,MA,03000,Caxias, 156 973,"166,159","166159,00",1
MACEDRAL,MA,03109,Cedral, 10 208,"10,711","10711,00",1
MACENTRALDOMARANHÃO,MA,03125,Central do Maranhão, 7 094,"8,806","8806,00",1
MACENTRODOGUILHERME,MA,03158,Centro do Guilherme, 12 342,"13,876","13876,00",1
MACENTRONOVODOMARANHÃO,MA,03174,Centro Novo do Maranhão, 16 267,"22,056","22056,00",1
MACHAPADINHA,MA,03208,Chapadinha, 81 386,"80,705","80705,00","0,991632467500553"
MACIDELÂNDIA,MA,03257,Cidelândia, 12 878,"14,855","14855,00",1
MACODÓ,MA,03307,Codó, 114 275,"123,368","123368,00",1
MACOELHONETO,MA,03406,Coelho Neto, 41 658,"49,804","49804,00",1
MACOLINAS,MA,03505,Colinas, 40 316,"41,443","41443,00",1
MACONCEIÇÃODOLAGOAÇU,MA,03554,Conceição do Lago-Açu, 14 915,"16,559","16559,00",1
MACOROATÁ,MA,03604,Coroatá, 59 566,"65,788","65788,00",1
MACURURUPU,MA,03703,Cururupu, 31 558,"32,559","32559,00",1
MADAVINÓPOLIS,MA,03752,Davinópolis, 14 404,"12,923","12923,00","0,897181338517079"
MADOMPEDRO,MA,03802,Dom Pedro, 23 053,"23,393","23393,00",1
MADUQUEBACELAR,MA,03901,Duque Bacelar, 10 223,"11,451","11451,00",1
MAESPERANTINÓPOLIS,MA,04008,Esperantinópolis, 18 311,"16,971","16971,00","0,926819944295779"
MAESTREITO,MA,04057,Estreito, 33 294,"43,097","43097,00",1
MAFEIRANOVADOMARANHÃO,MA,04073,Feira Nova do Maranhão, 8 048,"8,506","8506,00",1
MAFERNANDOFALCÃO,MA,04081,Fernando Falcão, 10 873,"10,559","10559,00","0,971121125724271"
MAFORMOSADASERRANEGRA,MA,04099,Formosa da Serra Negra, 17 719,"19,425","19425,00",1
MAFORTALEZADOSNOGUEIRAS,MA,04107,Fortaleza dos Nogueiras, 12 640,"12,662","12662,00",1
MAFORTUNA,MA,04206,Fortuna, 16 976,"17,812","17812,00",1
MAGODOFREDOVIANA,MA,04305,Godofredo Viana, 10 186,"12,104","12104,00",1
MAGONÇALVESDIAS,MA,04404,Gonçalves Dias, 17 206,"17,953","17953,00",1
MAGOVERNADORARCHER,MA,04503,Governador Archer, 10 231,"10,931","10931,00",1
MAGOVERNADOREDISONLOBÃO,MA,04552,Governador Edison Lobão, 18 411,"18,740","18740,00",1
MAGOVERNADOREUGÊNIOBARROS,MA,04602,Governador Eugênio Barros, 13 930,"14,703","14703,00",1
MAGOVERNADORLUIZROCHA,MA,04628,Governador Luiz Rocha, 7 063,"7,878","7878,00",1
MAGOVERNADORNEWTONBELLO,MA,04651,Governador Newton Bello, 10 713,"10,121","10121,00","0,944740035470923"
MAGOVERNADORNUNESFREIRE,MA,04677,Governador Nunes Freire, 23 128,"25,502","25502,00",1
MAGRAÇAARANHA,MA,04701,Graça Aranha, 6 023,"6,261","6261,00",1
MAGRAJAÚ,MA,04800,Grajaú, 73 872,"70,692","70692,00","0,956952566601689"
MAGUIMARÃES,MA,04909,Guimarães, 10 290,"11,966","11966,00",1
MAHUMBERTODECAMPOS,MA,05005,Humberto de Campos, 25 680,"29,143","29143,00",1
MAICATU,MA,05104,Icatu, 24 794,"27,423","27423,00",1
MAIGARAPÉDOMEIO,MA,05153,Igarapé do Meio, 13 974,"14,470","14470,00",1
MAIGARAPÉGRANDE,MA,05203,Igarapé Grande, 10 231,"11,453","11453,00",1
MAIMPERATRIZ,MA,05302,Imperatriz, 273 110,"259,980","259980,00","0,95192413313317"
MAITAIPAVADOGRAJAÚ,MA,05351,Itaipava do Grajaú, 13 828,"16,158","16158,00",1
MAITAPECURUMIRIM,MA,05401,Itapecuru Mirim, 60 440,"69,233","69233,00",1
MAITINGADOMARANHÃO,MA,05427,Itinga do Maranhão, 22 513,"26,134","26134,00",1
MAJATOBÁ,MA,05450,Jatobá, 7 471,"10,464","10464,00",1
MAJENIPAPODOSVIEIRAS,MA,05476,Jenipapo dos Vieiras, 17 076,"17,123","17123,00",1
MAJOÃOLISBOA,MA,05500,João Lisboa, 24 709,"23,677","23677,00","0,958233841919948"
MAJOSELÂNDIA,MA,05609,Joselândia, 14 924,"16,228","16228,00",1
MAJUNCODOMARANHÃO,MA,05658,Junco do Maranhão, 5 146,"4,334","4334,00","0,842207539836766"
MALAGODAPEDRA,MA,05708,Lago da Pedra, 44 403,"50,959","50959,00",1
MALAGODOJUNCO,MA,05807,Lago do Junco, 9 506,"10,900","10900,00",1
MALAGOVERDE,MA,05906,Lago Verde, 14 769,"16,369","16369,00",1
MALAGOADOMATO,MA,05922,Lagoa do Mato, 10 572,"11,280","11280,00",1
MALAGODOSRODRIGUES,MA,05948,Lago dos Rodrigues, 8 758,"8,841","8841,00",1
MALAGOAGRANDEDOMARANHÃO,MA,05963,Lagoa Grande do Maranhão, 11 411,"11,534","11534,00",1
MALAJEADONOVO,MA,05989,Lajeado Novo, 7 057,"7,653","7653,00",1
MALIMACAMPOS,MA,06003,Lima Campos, 11 297,"11,943","11943,00",1
MALORETO,MA,06102,Loreto, 11 597,"12,271","12271,00",1
MALUÍSDOMINGUES,MA,06201,Luís Domingues, 7 161,"7,016","7016,00","0,979751431364335"
MAMAGALHÃESDEALMEIDA,MA,06300,Magalhães de Almeida, 13 807,"20,228","20228,00",1
MAMARACAÇUMÉ,MA,06326,Maracaçumé, 21 149,"21,773","21773,00",1
MAMARAJÁDOSENA,MA,06359,Marajá do Sena, 7 027,"7,757","7757,00",1
MAMARANHÃOZINHO,MA,06375,Maranhãozinho, 13 761,"16,754","16754,00",1
MAMATAROMA,MA,06409,Mata Roma, 17 090,"17,122","17122,00",1
MAMATINHA,MA,06508,Matinha, 22 034,"23,591","23591,00",1
MAMATÕES,MA,06607,Matões, 32 174,"34,099","34099,00",1
MAMATÕESDONORTE,MA,06631,Matões do Norte, 17 432,"17,316","17316,00","0,993345571363011"
MAMILAGRESDOMARANHÃO,MA,06672,Milagres do Maranhão, 8 818,"8,502","8502,00","0,964164209571331"
MAMIRADOR,MA,06706,Mirador, 21 030,"21,045","21045,00",1
MAMIRANDADONORTE,MA,06755,Miranda do Norte, 23 864,"29,121","29121,00",1
MAMIRINZAL,MA,06805,Mirinzal, 13 978,"15,059","15059,00",1
MAMONÇÃO,MA,06904,Monção, 27 751,"33,888","33888,00",1
MAMONTESALTOS,MA,07001,Montes Altos, 9 106,"9,064","9064,00","0,995387656490226"
MAMORROS,MA,07100,Morros, 18 554,"19,708","19708,00",1
MANINARODRIGUES,MA,07209,Nina Rodrigues, 14 176,"14,826","14826,00",1
MANOVACOLINAS,MA,07258,Nova Colinas, 5 021,"5,469","5469,00",1
MANOVAIORQUE,MA,07308,Nova Iorque, 4 320,"4,682","4682,00",1
MANOVAOLINDADOMARANHÃO,MA,07357,Nova Olinda do Maranhão, 14 314,"21,228","21228,00",1
MAOLHOD'ÁGUADASCUNHÃS,MA,07407,Olho d'Água das Cunhãs, 17 919,"19,616","19616,00",1
MAOLINDANOVADOMARANHÃO,MA,07456,Olinda Nova do Maranhão, 13 577,"14,968","14968,00",1
MAPAÇODOLUMIAR,MA,07506,Paço do Lumiar, 145 643,"116,150","116150,00","0,79749799166455"
MAPALMEIRÂNDIA,MA,07605,Palmeirândia, 21 059,"19,840","19840,00","0,942115010209412"
MAPARAIBANO,MA,07704,Paraibano, 18 274,"21,571","21571,00",1
MAPARNARAMA,MA,07803,Parnarama, 31 250,"35,108","35108,00",1
MAPASSAGEMFRANCA,MA,07902,Passagem Franca, 17 220,"19,253","19253,00",1
MAPASTOSBONS,MA,08009,Pastos Bons, 18 802,"19,693","19693,00",1
MAPAULINONEVES,MA,08058,Paulino Neves, 17 056,"16,295","16295,00","0,955382270168856"
MAPAULORAMOS,MA,08108,Paulo Ramos, 20 341,"21,092","21092,00",1
MAPEDREIRAS,MA,08207,Pedreiras, 37 050,"39,153","39153,00",1
MAPEDRODOROSÁRIO,MA,08256,Pedro do Rosário, 24 320,"25,560","25560,00",1
MAPENALVA,MA,08306,Penalva, 32 511,"38,987","38987,00",1
MAPERIMIRIM,MA,08405,Peri Mirim, 11 108,"14,371","14371,00",1
MAPERITORÓ,MA,08454,Peritoró, 20 479,"23,530","23530,00",1
MAPINDARÉMIRIM,MA,08504,Pindaré-Mirim, 31 429,"33,186","33186,00",1
MAPINHEIRO,MA,08603,Pinheiro, 84 621,"84,160","84160,00","0,994552179718982"
MAPIOXII,MA,08702,Pio XII, 21 886,"21,274","21274,00","0,972036918578087"
MAPIRAPEMAS,MA,08801,Pirapemas, 17 714,"18,814","18814,00",1
MAPOÇÃODEPEDRAS,MA,08900,Poção de Pedras, 17 161,"17,321","17321,00",1
MAPORTOFRANCO,MA,09007,Porto Franco, 23 903,"24,294","24294,00",1
